"ID","a12","l1","l2","a21","meanN1","medN1","meanN2","medN2","MTC","sdN1","sdN2","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2","E1","S1","E2","S2","Rank1","Rank2","CoexistRank","Asy"
144,0.70,10,11,0.50,3.90,3.81,7.27,7.33,16.62,1.20,1.45,13.00,16.61,13.00,16.67,14.00,0.92,0.07,0.90,1.37,1.10,1.81,2,1,0,-0.44
145,0.70,10,11,0.60,4.15,4.04,6.73,6.89,18.00,1.37,1.56,14.00,18.06,14.00,17.56,12.00,0.85,0.14,0.90,1.37,1.10,1.56,2,1,0,-0.18
146,0.70,10,11,0.70,4.45,4.25,6.16,6.34,17.42,1.60,1.75,13.00,17.76,14.00,16.48,12.00,0.73,0.26,0.90,1.37,1.10,1.36,2,1,0,5.13698630136994e-03
147,0.70,10,11,0.80,4.75,4.62,5.61,5.77,17.22,1.65,1.83,13.00,17.60,13.00,16.65,12.00,0.60,0.40,0.90,1.37,1.10,1.21,2,1,0,0.15
148,0.70,10,11,0.90,4.97,5.00,5.13,5.12,14.85,1.76,1.85,12.00,14.93,12.00,14.78,11.00,0.50,0.49,0.90,1.37,1.10,1.09,2,1,0,0.27
149,0.70,10,11,1.00,5.27,5.42,4.62,4.32,14.05,1.75,1.82,11.00,14.08,11.00,14.03,11.00,0.37,0.62,0.90,1.37,1.10,1.00,1,2,0,0.37
150,0.80,10,11,0.20,3.25,3.18,8.50,8.50,11.09,0.87,1.14,9.00,11.10,9.00,6.71,4.00,0.99,3.5e-03,0.90,1.22,1.10,3.57,2,1,0,-2.34
151,0.80,10,11,0.30,3.32,3.25,8.12,8.20,11.44,0.91,1.26,9.00,11.48,9.00,7.00,6.00,0.99,9.0e-03,0.90,1.22,1.10,2.70,2,1,0,-1.48
152,0.80,10,11,0.40,3.48,3.33,7.67,7.75,12.09,1.02,1.34,10.00,12.11,10.00,11.26,7.00,0.97,0.02,0.90,1.22,1.10,2.17,2,1,0,-0.95
153,0.80,10,11,0.50,3.58,3.49,7.33,7.40,13.14,1.11,1.40,11.00,13.28,11.00,9.93,7.00,0.95,0.04,0.90,1.22,1.10,1.81,2,1,0,-0.59
154,0.80,10,11,0.60,3.80,3.61,6.83,7.00,14.14,1.33,1.60,11.00,14.35,11.00,12.32,9.00,0.89,0.10,0.90,1.22,1.10,1.56,2,1,0,-0.34
155,0.80,10,11,0.70,3.99,3.78,6.41,6.62,14.10,1.43,1.72,11.00,14.12,11.00,13.97,11.00,0.82,0.17,0.90,1.22,1.10,1.36,2,1,0,-0.14
156,0.80,10,11,0.80,4.27,4.00,5.85,6.00,14.46,1.63,1.83,11.00,14.40,11.00,14.65,11.00,0.71,0.28,0.90,1.22,1.10,1.21,2,1,0,2.71002710027091e-03
157,0.80,10,11,0.90,4.56,4.38,5.34,5.44,14.14,1.71,1.87,11.00,14.39,11.00,13.79,11.00,0.59,0.40,0.90,1.22,1.10,1.09,2,1,0,0.12
158,0.80,10,11,1.00,4.70,4.56,4.92,4.85,12.77,1.73,1.90,10.00,12.80,10.00,12.73,10.00,0.51,0.48,0.90,1.22,1.10,1.00,2,1,0,0.22
159,0.90,10,11,0.20,3.07,3.00,8.44,8.48,9.00,0.82,1.22,8.00,9.01,8.00,4.00,4.00,0.99,1.0e-03,0.90,1.10,1.10,3.57,2,1,0,-2.47
160,0.90,10,11,0.30,3.15,3.08,8.14,8.16,9.32,0.85,1.25,8.00,9.32,8.00,8.73,5.00,0.99,7.5e-03,0.90,1.10,1.10,2.70,2,1,0,-1.60
161,0.90,10,11,0.40,3.24,3.11,7.76,7.78,10.38,0.95,1.31,9.00,10.39,9.00,8.84,6.50,0.98,0.01,0.90,1.10,1.10,2.17,2,1,0,-1.07
162,0.90,10,11,0.50,3.36,3.20,7.38,7.45,10.91,1.06,1.41,9.00,10.98,9.00,8.74,6.50,0.96,0.03,0.90,1.10,1.10,1.81,2,1,0,-0.71
163,0.90,10,11,0.60,3.48,3.25,6.98,7.10,11.40,1.18,1.51,9.00,11.40,9.00,11.37,9.00,0.93,0.06,0.90,1.10,1.10,1.56,2,1,0,-0.46
164,0.90,10,11,0.70,3.69,3.40,6.54,6.72,12.01,1.34,1.67,10.00,12.14,10.00,11.02,9.00,0.88,0.11,0.90,1.10,1.10,1.36,2,1,0,-0.26
165,0.90,10,11,0.80,3.89,3.60,6.10,6.25,12.39,1.50,1.80,10.00,12.57,10.00,11.63,9.00,0.80,0.19,0.90,1.10,1.10,1.21,2,1,0,-0.11
166,0.90,10,11,0.90,4.15,3.80,5.60,5.90,12.82,1.63,1.85,10.00,12.72,10.00,13.05,10.00,0.69,0.30,0.90,1.10,1.10,1.09,2,1,0,1.0989010989011e-03
167,0.90,10,11,1.00,4.45,4.24,5.10,5.10,11.88,1.71,1.92,9.00,12.19,10.00,11.43,9.00,0.59,0.40,0.90,1.10,1.10,1.00,2,1,0,0.10
168,1.00,10,11,0.20,2.94,2.83,8.32,8.33,7.93,0.78,1.28,7.00,7.93,7.00,6.80,6.00,0.99,2.5e-03,0.90,1.00,1.10,3.57,2,1,0,-2.57
169,1.00,10,11,0.30,3.01,2.88,8.03,8.07,8.33,0.83,1.31,7.00,8.34,7.00,6.36,4.00,0.99,5.5e-03,0.90,1.00,1.10,2.70,2,1,0,-1.70
170,1.00,10,11,0.40,3.07,3.00,7.71,7.75,8.91,0.86,1.32,7.00,8.93,7.00,6.72,4.00,0.99,9.0e-03,0.90,1.00,1.10,2.17,2,1,0,-1.17
171,1.00,10,11,0.50,3.22,3.05,7.31,7.39,9.64,0.99,1.39,8.00,9.68,8.00,8.07,6.00,0.97,0.02,0.90,1.00,1.10,1.81,2,1,0,-0.81
172,1.00,10,11,0.60,3.29,3.11,7.03,7.14,10.00,1.10,1.53,8.00,10.08,8.00,8.33,7.00,0.95,0.04,0.90,1.00,1.10,1.56,2,1,0,-0.56
173,1.00,10,11,0.70,3.45,3.18,6.60,6.75,10.59,1.27,1.64,9.00,10.70,9.00,9.32,7.00,0.91,0.08,0.90,1.00,1.10,1.36,2,1,0,-0.36
174,1.00,10,11,0.80,3.65,3.33,6.18,6.36,10.63,1.40,1.82,9.00,10.76,9.00,9.90,8.00,0.84,0.15,0.90,1.00,1.10,1.21,2,1,0,-0.21
175,1.00,10,11,0.90,3.85,3.50,5.75,6.00,11.03,1.54,1.84,9.00,11.13,9.00,10.70,9.00,0.76,0.23,0.90,1.00,1.10,1.09,2,1,0,-0.09
176,1.00,10,11,1.00,4.01,3.60,5.41,5.65,10.72,1.66,1.92,9.00,10.91,9.00,10.27,8.00,0.69,0.30,0.90,1.00,1.10,1.00,2,1,0,0.00
177,0.10,10,12,0.30,7.89,7.91,8.20,8.25,548.13,0.38,0.52,364.50,552.46,360.00,545.68,367.00,0.36,0.63,0.83,5.71,1.20,2.70,2,1,1,3.01
178,0.10,10,12,0.40,8.01,8.02,7.16,7.31,232.52,0.51,0.77,160.00,235.11,177.50,232.14,156.50,0.12,0.87,0.83,5.71,1.20,2.17,1,2,1,3.54
179,0.10,10,12,0.50,8.10,8.10,6.20,6.39,102.10,0.66,1.02,71.00,99.49,68.50,102.30,72.00,0.06,0.93,0.83,5.71,1.20,1.81,1,2,0,3.89
180,0.10,10,12,0.60,8.16,8.15,5.37,5.53,52.13,0.78,1.10,37.00,46.83,33.50,52.28,37.00,0.02,0.97,0.83,5.71,1.20,1.56,1,2,0,4.15
181,0.10,10,12,0.70,8.17,8.18,4.69,4.80,33.80,0.83,1.09,25.00,29.46,18.50,33.86,25.00,0.01,0.98,0.83,5.71,1.20,1.36,1,2,0,4.34
182,0.10,10,12,0.80,8.20,8.20,4.19,4.23,21.66,0.91,1.07,16.00,13.54,8.00,21.70,16.00,5.5e-03,0.99,0.83,5.71,1.20,1.21,1,2,0,4.49
183,0.10,10,12,0.90,8.14,8.16,3.88,3.84,16.32,1.01,1.05,13.00,11.00,5.00,16.35,13.00,6.5e-03,0.99,0.83,5.71,1.20,1.09,1,2,0,4.61
184,0.10,10,12,1.00,8.12,8.11,3.60,3.54,13.42,1.04,0.96,11.00,13.71,9.00,13.41,11.00,3.5e-03,0.99,0.83,5.71,1.20,1.00,1,2,0,4.71
185,0.20,10,12,0.30,6.80,6.89,8.55,8.58,264.93,0.62,0.64,184.00,257.90,179.00,289.20,204.00,0.77,0.22,0.83,3.75,1.20,2.70,2,1,1,1.04
186,0.20,10,12,0.40,7.06,7.10,7.59,7.67,201.24,0.69,0.87,135.00,197.00,135.00,205.27,134.00,0.48,0.51,0.83,3.75,1.20,2.17,2,1,1,1.57
187,0.20,10,12,0.50,7.26,7.28,6.65,6.83,112.70,0.80,1.04,79.00,113.04,79.00,112.61,78.00,0.21,0.78,0.83,3.75,1.20,1.81,1,2,0,1.93
188,0.20,10,12,0.60,7.46,7.44,5.74,5.94,61.90,0.89,1.18,44.00,61.71,44.50,61.93,44.00,0.09,0.90,0.83,3.75,1.20,1.56,1,2,0,2.18
189,0.20,10,12,0.70,7.60,7.59,4.97,5.11,37.97,0.97,1.22,28.00,33.63,25.00,38.20,28.00,0.05,0.94,0.83,3.75,1.20,1.36,1,2,0,2.38
190,0.20,10,12,0.80,7.66,7.70,4.43,4.50,25.17,1.00,1.17,19.00,21.76,17.00,25.25,19.00,0.02,0.97,0.83,3.75,1.20,1.21,1,2,0,2.53
191,0.20,10,12,0.90,7.71,7.71,4.04,4.00,19.11,1.05,1.13,15.00,19.44,13.50,19.10,15.00,0.01,0.98,0.83,3.75,1.20,1.09,1,2,0,2.65
192,0.20,10,12,1.00,7.66,7.66,3.76,3.68,14.67,1.10,1.10,11.00,10.60,8.00,14.72,11.00,0.01,0.98,0.83,3.75,1.20,1.00,1,2,0,2.75
193,0.30,10,12,0.20,5.43,5.59,9.49,9.52,83.01,0.86,0.75,59.00,83.18,59.00,73.56,51.00,0.98,0.01,0.83,2.79,1.20,3.57,2,1,0,-0.78
194,0.30,10,12,0.30,5.68,5.83,8.81,8.84,91.68,0.86,0.87,64.00,92.34,64.00,80.91,52.00,0.94,0.05,0.83,2.79,1.20,2.70,2,1,0,0.08
195,0.30,10,12,0.40,5.95,6.07,8.07,8.14,96.30,0.90,0.97,67.00,96.34,68.00,96.14,65.00,0.80,0.19,0.83,2.79,1.20,2.17,2,1,0,0.61
196,0.30,10,12,0.50,6.19,6.33,7.25,7.34,84.40,1.11,1.24,60.00,83.88,58.50,85.18,61.00,0.59,0.40,0.83,2.79,1.20,1.81,2,1,0,0.97
197,0.30,10,12,0.60,6.57,6.60,6.31,6.48,58.83,1.13,1.34,43.00,57.69,44.00,59.50,43.00,0.34,0.65,0.83,2.79,1.20,1.56,1,2,0,1.22
198,0.30,10,12,0.70,6.81,6.83,5.52,5.65,40.80,1.11,1.35,30.00,41.40,31.00,40.66,30.00,0.18,0.81,0.83,2.79,1.20,1.36,1,2,0,1.42
199,0.30,10,12,0.80,7.00,7.02,4.87,4.86,27.01,1.23,1.44,20.00,25.74,18.00,27.17,20.00,0.11,0.88,0.83,2.79,1.20,1.21,1,2,0,1.57
200,0.30,10,12,0.90,7.11,7.17,4.35,4.32,21.06,1.18,1.32,16.00,19.85,14.00,21.14,16.00,0.06,0.93,0.83,2.79,1.20,1.09,1,2,0,1.69
201,0.30,10,12,1.00,7.23,7.23,4.01,3.91,16.94,1.23,1.25,13.00,16.97,13.00,16.93,13.00,0.04,0.95,0.83,2.79,1.20,1.00,1,2,0,1.79
202,0.40,10,12,0.20,4.56,4.64,9.60,9.61,36.19,0.93,0.90,27.00,36.20,27.00,34.00,33.00,0.99,4.5e-03,0.83,2.22,1.20,3.57,2,1,0,-1.34
203,0.40,10,12,0.30,4.76,4.85,9.02,9.05,41.65,0.97,0.98,30.50,41.81,31.00,33.10,22.00,0.98,0.01,0.83,2.22,1.20,2.70,2,1,0,-0.48
204,0.40,10,12,0.40,4.95,5.09,8.41,8.45,45.22,1.06,1.10,31.00,45.59,31.00,39.36,22.00,0.93,0.06,0.83,2.22,1.20,2.17,2,1,0,0.04
205,0.40,10,12,0.50,5.22,5.32,7.76,7.83,48.30,1.15,1.31,35.00,48.03,35.00,49.67,36.50,0.83,0.16,0.83,2.22,1.20,1.81,2,1,0,0.40
206,0.40,10,12,0.60,5.64,5.71,6.86,7.00,43.57,1.30,1.52,31.00,44.61,32.50,41.83,29.00,0.62,0.37,0.83,2.22,1.20,1.56,2,1,0,0.65
207,0.40,10,12,0.70,5.93,5.98,6.09,6.24,37.55,1.36,1.62,27.50,38.89,29.00,36.47,27.00,0.44,0.55,0.83,2.22,1.20,1.36,2,1,0,0.85
208,0.40,10,12,0.80,6.23,6.33,5.42,5.47,28.50,1.42,1.70,21.00,28.57,20.50,28.49,21.00,0.29,0.70,0.83,2.22,1.20,1.21,1,2,0,1.00
209,0.40,10,12,0.90,6.52,6.63,4.84,4.77,22.79,1.47,1.62,18.00,22.09,16.00,23.01,18.00,0.19,0.81,0.83,2.22,1.20,1.09,1,2,0,1.12
210,0.40,10,12,1.00,6.71,6.83,4.30,4.16,18.38,1.39,1.49,14.00,19.04,14.50,18.30,14.00,0.11,0.88,0.83,2.22,1.20,1.00,1,2,0,1.22
211,0.50,10,12,0.20,3.96,4.00,9.56,9.56,20.68,0.94,1.07,16.00,20.68,16.00,23.50,23.50,0.99,1.0e-03,0.83,1.84,1.20,3.57,2,1,0,-1.72
212,0.50,10,12,0.30,4.09,4.10,9.10,9.16,22.47,0.99,1.09,17.00,22.47,17.00,20.35,13.50,0.99,7.0e-03,0.83,1.84,1.20,2.70,2,1,0,-0.85
213,0.50,10,12,0.40,4.27,4.30,8.58,8.63,25.42,1.04,1.18,20.00,25.54,20.00,21.55,17.00,0.97,0.02,0.83,1.84,1.20,2.17,2,1,0,-0.32
214,0.50,10,12,0.50,4.45,4.50,8.03,8.08,27.59,1.20,1.35,20.00,27.64,20.00,27.02,23.00,0.92,0.07,0.83,1.84,1.20,1.81,2,1,0,0.02
215,0.50,10,12,0.60,4.80,4.77,7.30,7.44,29.04,1.33,1.53,22.00,29.29,22.00,27.85,21.00,0.82,0.17,0.83,1.84,1.20,1.56,2,1,0,0.28
216,0.50,10,12,0.70,5.13,5.09,6.66,6.81,28.03,1.49,1.77,21.00,28.98,21.00,25.98,19.00,0.68,0.31,0.83,1.84,1.20,1.36,2,1,0,0.47
217,0.50,10,12,0.80,5.45,5.47,5.95,6.06,26.19,1.57,1.80,19.00,26.25,20.00,26.12,19.00,0.51,0.48,0.83,1.84,1.20,1.21,2,1,0,0.62
218,0.50,10,12,0.90,5.72,5.82,5.32,5.29,21.46,1.62,1.83,16.00,21.36,16.00,21.52,16.00,0.37,0.62,0.83,1.84,1.20,1.09,1,2,0,0.74
219,0.50,10,12,1.00,6.02,6.20,4.75,4.60,18.09,1.62,1.76,14.00,18.61,14.00,17.91,14.00,0.25,0.74,0.83,1.84,1.20,1.00,1,2,0,0.84
220,0.60,10,12,0.20,3.54,3.50,9.46,9.50,14.24,0.88,1.17,11.00,14.25,11.00,8.00,2.00,0.99,1.5e-03,0.83,1.57,1.20,3.57,2,1,0,-1.99
221,0.60,10,12,0.30,3.67,3.66,9.07,9.11,15.99,0.93,1.15,12.00,16.01,12.00,7.25,7.00,0.99,2.0e-03,0.83,1.57,1.20,2.70,2,1,0,-1.12
222,0.60,10,12,0.40,3.77,3.72,8.67,8.70,16.78,0.99,1.21,13.00,16.81,13.00,13.27,8.00,0.99,9.0e-03,0.83,1.57,1.20,2.17,2,1,0,-0.59
223,0.60,10,12,0.50,3.99,3.93,8.15,8.22,18.39,1.16,1.39,14.00,18.51,14.00,15.89,10.50,0.96,0.03,0.83,1.57,1.20,1.81,2,1,0,-0.23
224,0.60,10,12,0.60,4.19,4.13,7.59,7.73,19.67,1.29,1.59,15.00,20.01,15.00,16.12,11.00,0.91,0.08,0.83,1.57,1.20,1.56,2,1,0,0.01
225,0.60,10,12,0.70,4.45,4.33,6.98,7.18,20.75,1.44,1.75,16.00,21.08,16.00,19.30,14.00,0.81,0.18,0.83,1.57,1.20,1.36,2,1,0,0.20
226,0.60,10,12,0.80,4.71,4.57,6.45,6.60,20.02,1.59,1.85,15.00,19.77,15.00,20.62,15.00,0.70,0.29,0.83,1.57,1.20,1.21,2,1,0,0.35
227,0.60,10,12,0.90,5.03,5.00,5.83,5.90,19.01,1.67,1.99,14.00,19.03,14.00,18.97,14.00,0.55,0.44,0.83,1.57,1.20,1.09,2,1,0,0.48
228,0.60,10,12,1.00,5.43,5.56,5.14,5.00,17.45,1.71,1.92,13.00,18.37,14.00,16.79,13.00,0.41,0.58,0.83,1.57,1.20,1.00,1,2,0,0.57
229,0.70,10,12,0.20,3.31,3.25,9.35,9.37,11.33,0.83,1.22,9.00,11.33,9.00,12.00,12.00,0.99,1.0e-03,0.83,1.37,1.20,3.57,2,1,0,-2.19
230,0.70,10,12,0.30,3.38,3.30,9.01,9.00,11.83,0.91,1.24,10.00,11.81,10.00,16.25,11.50,0.99,4.0e-03,0.83,1.37,1.20,2.70,2,1,0,-1.32
231,0.70,10,12,0.40,3.48,3.40,8.64,8.71,12.93,0.98,1.24,11.00,12.97,11.00,8.06,7.00,0.99,7.5e-03,0.83,1.37,1.20,2.17,2,1,0,-0.79
232,0.70,10,12,0.50,3.59,3.44,8.24,8.33,13.67,1.06,1.38,11.00,13.70,11.00,12.45,8.50,0.97,0.02,0.83,1.37,1.20,1.81,2,1,0,-0.43
233,0.70,10,12,0.60,3.78,3.62,7.78,7.92,14.56,1.24,1.57,12.00,14.70,12.00,12.09,9.00,0.94,0.05,0.83,1.37,1.20,1.56,2,1,0,-0.18
234,0.70,10,12,0.70,4.00,3.80,7.24,7.44,16.02,1.36,1.73,13.00,16.29,13.00,13.88,10.00,0.88,0.11,0.83,1.37,1.20,1.36,2,1,0,9.44733112895624e-03
235,0.70,10,12,0.80,4.22,4.00,6.71,7.00,15.71,1.52,1.86,12.00,16.00,13.00,14.42,12.00,0.81,0.18,0.83,1.37,1.20,1.21,2,1,0,0.15
236,0.70,10,12,0.90,4.52,4.25,6.12,6.34,15.50,1.68,2.01,12.00,15.97,13.00,14.44,11.00,0.69,0.30,0.83,1.37,1.20,1.09,2,1,0,0.28
237,0.70,10,12,1.00,4.70,4.53,5.73,5.80,15.18,1.74,2.07,11.00,15.50,12.00,14.67,11.00,0.61,0.39,0.83,1.37,1.20,1.00,2,1,0,0.37
238,0.80,10,12,0.20,3.13,3.00,9.26,9.33,9.14,0.82,1.26,8.00,9.14,8.00,7.00,7.00,0.99,5.0e-04,0.83,1.22,1.20,3.57,2,1,0,-2.34
239,0.80,10,12,0.30,3.21,3.14,8.91,9.00,10.04,0.85,1.27,8.00,10.05,8.00,5.57,5.00,0.99,3.5e-03,0.83,1.22,1.20,2.70,2,1,0,-1.47
240,0.80,10,12,0.40,3.26,3.14,8.58,8.63,10.38,0.92,1.35,9.00,10.40,9.00,8.76,9.00,0.99,6.5e-03,0.83,1.22,1.20,2.17,2,1,0,-0.94
241,0.80,10,12,0.50,3.39,3.23,8.20,8.28,10.95,1.03,1.48,9.00,10.99,9.00,8.92,8.00,0.98,0.01,0.83,1.22,1.20,1.81,2,1,0,-0.59
242,0.80,10,12,0.60,3.51,3.33,7.79,7.85,11.76,1.12,1.55,10.00,11.82,10.00,10.10,6.50,0.96,0.03,0.83,1.22,1.20,1.56,2,1,0,-0.33
243,0.80,10,12,0.70,3.64,3.44,7.40,7.57,12.85,1.23,1.64,11.00,12.89,11.00,12.34,10.00,0.93,0.06,0.83,1.22,1.20,1.36,2,1,0,-0.14
244,0.80,10,12,0.80,3.85,3.57,6.90,7.11,13.22,1.40,1.79,10.50,13.48,11.00,11.44,9.00,0.87,0.12,0.83,1.22,1.20,1.21,2,1,0,4.97760079641574e-03
245,0.80,10,12,0.90,4.06,3.72,6.48,6.75,12.86,1.58,1.96,10.00,13.19,11.00,11.61,9.00,0.79,0.20,0.83,1.22,1.20,1.09,2,1,0,0.12
246,0.80,10,12,1.00,4.32,4.00,5.91,6.16,12.74,1.64,2.05,10.00,13.06,10.00,12.03,9.00,0.68,0.31,0.83,1.22,1.20,1.00,2,1,0,0.22
247,0.90,10,12,0.20,2.99,2.87,9.19,9.16,8.00,0.79,1.33,7.00,8.01,7.00,2.00,2.00,0.99,1.0e-03,0.83,1.10,1.20,3.57,2,1,0,-2.47
248,0.90,10,12,0.30,3.07,3.00,8.83,8.87,8.31,0.81,1.30,7.00,8.32,7.00,6.00,7.00,0.99,1.5e-03,0.83,1.10,1.20,2.70,2,1,0,-1.60
249,0.90,10,12,0.40,3.11,3.00,8.57,8.63,8.99,0.86,1.37,8.00,9.01,8.00,5.66,5.00,0.99,4.5e-03,0.83,1.10,1.20,2.17,2,1,0,-1.07
250,0.90,10,12,0.50,3.16,3.00,8.21,8.25,9.53,0.89,1.40,8.00,9.55,8.00,8.09,7.00,0.98,0.01,0.83,1.10,1.20,1.81,2,1,0,-0.71
251,0.90,10,12,0.60,3.28,3.12,7.81,7.87,10.03,1.04,1.51,9.00,10.09,9.00,7.77,7.00,0.97,0.02,0.83,1.10,1.20,1.56,2,1,0,-0.46
252,0.90,10,12,0.70,3.38,3.16,7.48,7.66,10.25,1.15,1.68,8.00,10.36,8.00,8.32,6.00,0.94,0.05,0.83,1.10,1.20,1.36,2,1,0,-0.26
253,0.90,10,12,0.80,3.51,3.25,7.07,7.20,11.15,1.30,1.75,9.00,11.24,9.00,10.12,8.00,0.91,0.08,0.83,1.10,1.20,1.21,2,1,0,-0.11
254,0.90,10,12,0.90,3.79,3.42,6.55,6.80,11.38,1.52,1.93,9.00,11.62,9.00,10.03,8.00,0.84,0.15,0.83,1.10,1.20,1.09,2,1,0,2.01633229156162e-03
255,0.90,10,12,1.00,3.92,3.52,6.13,6.42,11.11,1.57,2.01,9.00,11.31,9.00,10.44,8.00,0.77,0.22,0.83,1.10,1.20,1.00,2,1,0,0.10
256,1.00,10,12,0.20,2.91,2.80,9.09,9.11,7.13,0.72,1.35,6.00,7.13,6.00,5.00,5.00,0.99,5.0e-04,0.83,1.00,1.20,3.57,2,1,0,-2.57
257,1.00,10,12,0.30,2.97,2.85,8.78,8.84,7.84,0.76,1.34,7.00,7.84,7.00,5.00,5.50,0.99,2.0e-03,0.83,1.00,1.20,2.70,2,1,0,-1.70
258,1.00,10,12,0.40,3.00,2.87,8.43,8.46,7.95,0.81,1.37,7.00,7.95,7.00,7.71,8.00,0.99,3.5e-03,0.83,1.00,1.20,2.17,2,1,0,-1.17
259,1.00,10,12,0.50,3.04,2.90,8.17,8.22,8.53,0.84,1.39,7.00,8.55,7.00,5.71,5.00,0.99,7.0e-03,0.83,1.00,1.20,1.81,2,1,0,-0.81
260,1.00,10,12,0.60,3.11,3.00,7.82,7.90,8.56,0.95,1.50,7.00,8.58,7.00,7.45,6.00,0.98,0.01,0.83,1.00,1.20,1.56,2,1,0,-0.56
261,1.00,10,12,0.70,3.24,3.00,7.44,7.57,9.26,1.09,1.59,8.00,9.36,8.00,6.85,6.00,0.96,0.04,0.83,1.00,1.20,1.36,2,1,0,-0.36
262,1.00,10,12,0.80,3.36,3.12,7.12,7.25,9.67,1.21,1.72,8.00,9.71,8.00,9.11,7.00,0.93,0.06,0.83,1.00,1.20,1.21,2,1,0,-0.21
263,1.00,10,12,0.90,3.45,3.11,6.71,6.87,9.69,1.34,1.83,8.00,9.74,8.00,9.25,7.50,0.89,0.10,0.83,1.00,1.20,1.09,2,1,0,-0.09
264,1.00,10,12,1.00,3.68,3.25,6.31,6.55,10.20,1.51,1.96,8.00,10.40,8.00,9.31,8.00,0.81,0.18,0.83,1.00,1.20,1.00,2,1,0,0.00
265,0.10,10,13,0.30,7.77,7.80,9.30,9.33,825.85,0.34,0.39,568.50,829.35,573.00,819.94,556.00,0.62,0.37,0.76,5.90,1.30,2.70,2,1,1,3.20
266,0.10,10,13,0.40,7.86,7.89,8.35,8.43,450.68,0.47,0.62,316.00,463.73,318.50,444.54,315.00,0.32,0.68,0.76,5.90,1.30,2.17,2,1,1,3.73
267,0.10,10,13,0.50,7.99,7.98,7.34,7.48,205.62,0.55,0.85,139.00,204.69,146.00,205.75,138.00,0.12,0.87,0.76,5.90,1.30,1.81,1,2,1,4.09
268,0.10,10,13,0.60,8.12,8.09,6.35,6.56,99.36,0.65,1.05,72.00,89.38,62.00,99.89,72.00,0.05,0.94,0.76,5.90,1.30,1.56,1,2,0,4.34
269,0.10,10,13,0.70,8.15,8.13,5.54,5.72,54.35,0.75,1.12,39.00,58.30,35.00,54.27,40.00,0.01,0.98,0.76,5.90,1.30,1.36,1,2,0,4.53
270,0.10,10,13,0.80,8.20,8.17,4.87,4.96,31.95,0.85,1.18,24.00,23.48,12.00,32.06,24.00,0.01,0.98,0.76,5.90,1.30,1.21,1,2,0,4.68
271,0.10,10,13,0.90,8.13,8.14,4.42,4.46,22.86,0.93,1.16,17.00,25.58,16.00,22.82,17.00,0.01,0.98,0.76,5.90,1.30,1.09,1,2,0,4.81
272,0.10,10,13,1.00,8.12,8.11,4.03,4.00,17.66,0.98,1.13,14.00,18.50,18.50,17.65,14.00,8.0e-03,0.99,0.76,5.90,1.30,1.00,1,2,0,4.90
273,0.20,10,13,0.30,6.49,6.61,9.67,9.69,234.28,0.66,0.59,161.50,235.71,162.00,211.57,142.50,0.94,0.05,0.76,3.82,1.30,2.70,2,1,1,1.12
274,0.20,10,13,0.40,6.69,6.80,8.82,8.88,213.26,0.73,0.78,149.00,215.80,150.00,204.08,145.00,0.78,0.21,0.76,3.82,1.30,2.17,2,1,1,1.64
275,0.20,10,13,0.50,6.94,7.01,7.92,8.03,175.54,0.76,0.97,123.50,175.62,121.00,175.44,126.50,0.50,0.49,0.76,3.82,1.30,1.81,2,1,1,2.00
276,0.20,10,13,0.60,7.20,7.23,6.92,7.10,103.10,0.88,1.17,74.00,103.85,82.50,102.82,72.00,0.26,0.73,0.76,3.82,1.30,1.56,1,2,0,2.26
277,0.20,10,13,0.70,7.40,7.41,6.03,6.23,62.32,0.88,1.25,43.00,58.06,38.00,62.90,44.00,0.12,0.87,0.76,3.82,1.30,1.36,1,2,0,2.45
278,0.20,10,13,0.80,7.53,7.53,5.33,5.44,39.37,0.98,1.31,29.00,36.04,27.50,39.58,29.50,0.06,0.93,0.76,3.82,1.30,1.21,1,2,0,2.60
279,0.20,10,13,0.90,7.60,7.61,4.72,4.80,27.23,1.01,1.29,21.00,23.98,20.00,27.36,21.00,0.03,0.96,0.76,3.82,1.30,1.09,1,2,0,2.72
280,0.20,10,13,1.00,7.66,7.66,4.30,4.24,19.53,1.10,1.26,15.00,15.39,12.00,19.64,15.00,0.02,0.97,0.76,3.82,1.30,1.00,1,2,0,2.82
281,0.30,10,13,0.20,5.14,5.26,10.52,10.56,65.24,0.84,0.82,47.00,65.23,47.00,68.70,49.00,0.99,5.0e-03,0.76,2.82,1.30,3.57,2,1,0,-0.74
282,0.30,10,13,0.30,5.36,5.47,9.90,9.93,70.28,0.82,0.86,52.00,70.16,52.00,78.93,54.00,0.98,0.01,0.76,2.82,1.30,2.70,2,1,0,0.12
283,0.30,10,13,0.40,5.53,5.68,9.23,9.27,79.61,0.95,0.96,57.00,79.07,57.00,89.36,66.00,0.94,0.05,0.76,2.82,1.30,2.17,2,1,0,0.65
284,0.30,10,13,0.50,5.79,5.92,8.46,8.53,81.85,0.98,1.15,59.00,82.07,59.00,80.70,60.00,0.83,0.16,0.76,2.82,1.30,1.81,2,1,0,1.00
285,0.30,10,13,0.60,6.11,6.19,7.62,7.75,74.67,1.08,1.31,52.00,75.32,51.00,73.63,53.00,0.61,0.38,0.76,2.82,1.30,1.56,2,1,0,1.26
